national_team_id,name,team_code,country_id,country_name,country_code,confederation,team_image_url,squad_size,average_age,foreigners_number,foreigners_percentage,total_market_value,coach_name,fifa_ranking,last_season,url,inverse_fifa,norm_fifa,norm_value,team_rating
3446,Bosnia-Herzegovina,bosnia-herzegovina,24,Bosnia-Herzegovina,BOS1,UEFA,https://tmssl.akamaized.net//images/flagge/head/24.png?lm=1569523290,23,27.0,23,100.0,125599998,,65,2025,https://www.transfermarkt.co.uk/bosnia-herzegovina/startseite/verein/3446,147,0.6952380952380953,0.08203067007679368,0.3273136401413143
3447,Romania,romania,140,Romania,RO1,UEFA,https://tmssl.akamaized.net//images/flagge/head/140.png?lm=1520611569,26,27.8,11,42.3,97199997,,56,2025,https://www.transfermarkt.co.uk/romania/startseite/verein/3447,156,0.7380952380952381,0.0633342200980247,0.33323862729691006
3448,Russia,russia,141,Russia,RU1,UEFA,https://tmssl.akamaized.net//images/flagge/head/141.png?lm=1520611569,29,26.4,2,6.9,205300003,,36,2025,https://www.transfermarkt.co.uk/russia/startseite/verein/3448,176,0.8333333333333335,0.1344992300881169,0.4140328713862036
3449,Uruguay,uruguay,179,Uruguay,URU1,CONMEBOL,https://tmssl.akamaized.net//images/flagge/head/179.png?lm=1520611569,28,28.5,28,100.0,362450012,,17,2025,https://www.transfermarkt.co.uk/uruguay/startseite/verein/3449,195,0.9238095238095239,0.2379551166717687,0.5122968795268708
3450,Belarus,belarus,18,Belarus,WER1,UEFA,https://tmssl.akamaized.net//images/flagge/head/18.png?lm=1520611569,23,26.6,11,47.8,14300000,,97,2025,https://www.transfermarkt.co.uk/belarus/startseite/verein/3450,115,0.5428571428571429,0.008759023176355575,0.22239827104867055
3468,Hungary,hungary,178,Hungary,UNG1,UEFA,https://tmssl.akamaized.net//images/flagge/head/178.png?lm=1521635893,25,26.5,16,64.0,205600006,,42,2025,https://www.transfermarkt.co.uk/hungary/startseite/verein/3468,170,0.8047619047619049,0.1346967297671831,0.40272279976507186
3499,Senegal,senegal,149,Senegal,SEN1,CAF,https://tmssl.akamaized.net//images/flagge/head/149.png?lm=1520611569,28,26.9,28,100.0,474000000,,14,2025,https://www.transfermarkt.co.uk/senegal/startseite/verein/3499,198,0.9380952380952382,0.31139133840902433,0.5620728982835099
3503,Slovakia,slovakia,154,Slovakia,SLO1,UEFA,https://tmssl.akamaized.net//images/flagge/head/154.png?lm=1520611569,27,28.6,26,96.3,130449997,,48,2025,https://www.transfermarkt.co.uk/slovakia/startseite/verein/3503,164,0.7761904761904763,0.08522354896790992,0.36161031985693654
3504,Venezuela,venezuela,182,Venezuela,VZ1A,CONMEBOL,https://tmssl.akamaized.net//images/flagge/head/182.png?lm=1520611569,28,26.4,18,64.3,62779999,,49,2025,https://www.transfermarkt.co.uk/venezuela/startseite/verein/3504,163,0.7714285714285715,0.040674651498842994,0.3329762194707344
3505,United States,united-states,184,United States,MLS1,CONCACAF,https://tmssl.akamaized.net//images/flagge/head/184.png?lm=1520611569,27,26.4,19,70.4,356700012,,16,2025,https://www.transfermarkt.co.uk/united-states/startseite/verein/3505,196,0.9285714285714287,0.23416974401005922,0.511930417834607
3509,Republic of Ireland,republic-of-ireland,72,Ireland,IR1,UEFA,https://tmssl.akamaized.net//images/flagge/head/72.png?lm=1520611569,26,27.3,26,100.0,185250000,,59,2025,https://www.transfermarkt.co.uk/republic-of-ireland/startseite/verein/3509,153,0.7238095238095239,0.12129979822317899,0.362303688457717
3510,Canada,canada,80,Canada,CDN1,CONCACAF,https://tmssl.akamaized.net//images/flagge/head/80.png?lm=1520611569,26,26.5,23,88.5,129380005,,30,2025,https://www.transfermarkt.co.uk/canada/startseite/verein/3510,182,0.861904761904762,0.08451914575659725,0.3954733922158632
3555,Latvia,latvia,92,Latvia,LET1,UEFA,https://tmssl.akamaized.net//images/flagge/head/92.png?lm=1520611569,27,26.9,13,48.1,17680000,,137,2025,https://www.transfermarkt.co.uk/latvia/startseite/verein/3555,75,0.3523809523809524,0.01098416397576045,0.14754287933783725
3556,Croatia,croatia,37,Croatia,KR1,UEFA,https://tmssl.akamaized.net//images/flagge/head/37.png?lm=1520611569,26,28.3,24,92.3,283299988,,11,2025,https://www.transfermarkt.co.uk/croatia/startseite/verein/3556,201,0.9523809523809524,0.18584862327642107,0.4924615549182336
3557,Sweden,sweden,147,Sweden,SE1,UEFA,https://tmssl.akamaized.net//images/flagge/head/147.png?lm=1520611569,26,26.4,22,84.6,363980011,,38,2025,https://www.transfermarkt.co.uk/sweden/startseite/verein/3557,174,0.8238095238095239,0.23896235430429788,0.4729012221063883
3560,Iraq,iraq,70,Iraq,IRQ1,AFC,https://tmssl.akamaized.net//images/flagge/head/70.png?lm=1520611569,28,26.6,15,53.6,19180000,,57,2025,https://www.transfermarkt.co.uk/iraq/startseite/verein/3560,155,0.7333333333333334,0.0119716524962064,0.3005163248310572
3561,Albania,albania,3,Albania,ALB1,UEFA,https://tmssl.akamaized.net//images/flagge/head/3.png?lm=1520611569,23,28.3,21,91.3,81750000,,64,2025,https://www.transfermarkt.co.uk/albania/startseite/verein/3561,148,0.7000000000000001,0.053163090312408456,0.3118978541874451
3563,Uzbekistan,uzbekistan,180,Uzbekistan,UZ1,AFC,https://tmssl.akamaized.net//images/flagge/head/180.png?lm=1520611569,26,27.9,10,38.5,63750000,,50,2025,https://www.transfermarkt.co.uk/uzbekistan/startseite/verein/3563,162,0.7666666666666667,0.041313228067057055,0.3314546035069009
3574,Iceland,iceland,73,Iceland,IS1,UEFA,https://tmssl.akamaized.net//images/flagge/head/73.png?lm=1520611569,23,27.8,21,91.3,74029999,,75,2025,https://www.transfermarkt.co.uk/iceland/startseite/verein/3574,137,0.6476190476190476,0.04808081540218762,0.28789610828893164
3575,Morocco,morocco,107,Morocco,MAR1,CAF,https://tmssl.akamaized.net//images/flagge/head/107.png?lm=1520611569,29,25.2,26,89.7,456000000,,8,2025,https://www.transfermarkt.co.uk/morocco/startseite/verein/3575,204,0.9666666666666668,0.29954147616367294,0.5663915523648705
3577,Panama,panama,130,Panama,PN1C,CONCACAF,https://tmssl.akamaized.net//images/flagge/head/130.png?lm=1520611569,23,29.6,22,95.7,32400002,,33,2025,https://www.transfermarkt.co.uk/panama/startseite/verein/3577,179,0.8476190476190477,0.020674719306388065,0.3514524506314519
3580,Luxembourg,luxembourg,99,Luxembourg,LUX1,UEFA,https://tmssl.akamaized.net//images/flagge/head/99.png?lm=1520611569,24,26.5,24,100.0,32900002,,98,2025,https://www.transfermarkt.co.uk/luxembourg/startseite/verein/3580,114,0.5380952380952382,0.021003882146536715,0.22784042452601733
3581,Paraguay,paraguay,132,Paraguay,PR1A,CONMEBOL,https://tmssl.akamaized.net//images/flagge/head/132.png?lm=1520611569,25,28.8,21,84.0,134699997,,40,2025,https://www.transfermarkt.co.uk/paraguay/startseite/verein/3581,172,0.8142857142857144,0.08802143310917343,0.37852714557978984
3582,Iran,iran,71,Iran,IRN1,AFC,https://tmssl.akamaized.net//images/flagge/head/71.png?lm=1520611569,31,28.3,0,,23080000,,21,2025,https://www.transfermarkt.co.uk/iran/startseite/verein/3582,191,0.9047619047619049,0.01453912264936587,0.37062823549438145
3584,Peru,peru,133,Peru,TDeA,CONMEBOL,https://tmssl.akamaized.net//images/flagge/head/133.png?lm=1520611569,24,26.8,12,50.0,28750000,,53,2025,https://www.transfermarkt.co.uk/peru/startseite/verein/3584,159,0.7523809523809525,0.01827182925665156,0.31191547850637197
3586,Lebanon,lebanon,94,Lebanon,LIB1,AFC,https://tmssl.akamaized.net//images/flagge/head/94.png?lm=1520611569,23,28.9,6,26.1,6450000,,108,2025,https://www.transfermarkt.co.uk/lebanon/startseite/verein/3586,104,0.4904761904761905,0.0035911665860217713,0.1983451761420893
3587,Malta,malta,106,Malta,MT1N,UEFA,https://tmssl.akamaized.net//images/flagge/head/106.png?lm=1520611569,27,27.6,8,29.6,14350000,,161,2025,https://www.transfermarkt.co.uk/malta/startseite/verein/3587,51,0.2380952380952381,0.00879193946037044,0.1005132589143175
3588,Slovenia,slovenia,155,Slovenia,SL1,UEFA,https://tmssl.akamaized.net//images/flagge/head/155.png?lm=1520611569,25,27.0,20,80.0,142850006,,58,2025,https://www.transfermarkt.co.uk/slovenia/startseite/verein/3588,154,0.7285714285714286,0.09338679332852755,0.347460647425688
3589,South Korea,south-korea,87,"Korea, South",RSK1,AFC,https://tmssl.akamaized.net//images/flagge/head/87.png?lm=1520611569,26,28.2,22,84.6,136750000,,25,2025,https://www.transfermarkt.co.uk/south-korea/startseite/verein/3589,187,0.8857142857142858,0.08937100272875995,0.4079083159229703
3590,Honduras,honduras,66,Honduras,HO1A,CONCACAF,https://tmssl.akamaized.net//images/flagge/head/66.png?lm=1699286249,26,25.3,11,42.3,16299999,,66,2025,https://www.transfermarkt.co.uk/honduras/startseite/verein/3590,146,0.6904761904761906,0.010075673878624495,0.28223588051765097
3614,Algeria,algeria,4,Algeria,ALG1,CAF,https://tmssl.akamaized.net//images/flagge/head/4.png?lm=1520611569,26,25.9,24,92.3,227750000,,28,2025,https://www.transfermarkt.co.uk/algeria/startseite/verein/3614,184,0.8714285714285716,0.14927863963581423,0.4381386123529172
3668,Cyprus,cyprus,188,Cyprus,ZYP1,UEFA,https://tmssl.akamaized.net//images/flagge/head/188.png?lm=1520611569,26,25.8,7,26.9,19100000,,126,2025,https://www.transfermarkt.co.uk/cyprus/startseite/verein/3668,86,0.4047619047619048,0.011918986441782615,0.16905615376983152
3669,Georgia,georgia,53,Georgia,GE1N,UEFA,https://tmssl.akamaized.net//images/flagge/head/53.png?lm=1520611569,23,26.4,21,91.3,195300003,,72,2025,https://www.transfermarkt.co.uk/georgia/startseite/verein/3669,140,0.661904761904762,0.1279159732851439,0.34151148873299114
